store_name,store_number,address,address2,city,state,zip_code,country,phone_number,latitude,longitude,store_hours,other_fields,coming_soon
The Athlete's Foot,,Centro Commerciale Belvedere,Viale Palmiro Togliatti 2,Città di Castello,PG,06012,Italy,390758550027,43.46406,12.25279,,,0
The Athlete's Foot,,6-14 Old Castle Hill Road,Castle Towers Shopping Centre,Castle Hill,NSW,2154,Australia,61298997193,-33.73109,151.0067,,,0
The Athlete's Foot,,Piazza Marina 18,,"Casamicciola Terme, Ischia",NA,80074,Italy,39081995480,40.74866,13.90632,,,0
The Athlete's Foot,,Charlestown Square Shopping Centre,Pearson Street,Charlestown,NSW,2290,Australia,61249421848,-32.96471,151.6939,,,0
The Athlete's Foot,,1341 Dandenong Road,Chadstone Shopping Centre,Chadstone,VIC,3148,Australia,61395630844,-37.88611,145.0829,,,0
The Athlete's Foot,,Via Campo di Marte 14,,Gubbio,PG,06024,Italy,390759284803,43.349144,12.579793,,,0
The Athlete's Foot,,1382 Albany Highway,Westfield Carousel Shopping Centre,Cannington,WA,6107,Australia,61892589904,-32.01985,115.9386,,,0
The Athlete's Foot,,Via Milano 76,,Avola,,96012,Italy,39093183424,36.9094772,15.1340857,,,0
The Athlete's Foot,,Canberra Centre,Bunda Street,Canberra,ACT,2601,Australia,61262628344,-35.27987,149.1343,,,0
The Athlete's Foot,,Via Brescia 3,,Clusone,BG,24023,Italy,39034625164,45.88373,9.95642,,,0
The Athlete's Foot,,1151 Creek Road,Westfield Shoppingtown,Carindale,QLD,4152,Australia,61738434211,-27.50358,153.1017,,,0
The Athlete's Foot,,Viale Cappuccini 1,,San Giovanni Rotondo,FG,71013,Italy,390882451868,41.7068863,15.7208672,,,0
The Athlete's Foot,,38-62 Moreton Bay Road,Capalaba Central Shopping Centre,Capalaba,QLD,4157,Australia,61733903436,-27.52319,153.1947,,,0
The Athlete's Foot,,Centro Commerciale Marema',Via Ecuador,Grosseto,GR,58100,Italy,390564462379,42.7475,11.1229,,,0
The Athlete's Foot,,Bridge Mall,Bridge Street,Ballarat,VIC,3350,Australia,61353334110,-37.56246,143.8635,,,0
The Athlete's Foot,,Sulaibikhat Mall,Al-Jahra Road,Sulaibikhat,,,Kuwait,96522216089,29.31195,47.86346,,,0
The Athlete's Foot,,133 Main Street,,Bairnsdale,VIC,3875,Australia,61351531444,-37.82572,147.6315,,,0
The Athlete's Foot,,The Avenues Mall,Fifth Ring Road,Al Rai,,,Kuwait,96522597411,29.30263,47.93355,,,0
The Athlete's Foot,,Centro Shopping Centre,North Terrace Street,Bankstown,NSW,2200,Australia,61297085929,-33.91539,151.0381,,,0
The Athlete's Foot,,The Promenade,Abdulla Abdullataif Al Othman Street,Hawalli,,,Kuwait,96522254246,29.34654,48.01204,,,0
The Athlete's Foot,,44 Bangalow Road,Ballina Central Shopping Centre,Ballina,NSW,2478,Australia,61266863890,-28.85843,153.5613,,,0
The Athlete's Foot,,The Gate Mall,Block 5,Eqaila,,,Kuwait,96522056271,29.17493,48.09819,,,0
The Athlete's Foot,,29-35 Louis Street,Westfield Shopping Centre,Airport West,VIC,3042,Australia,61393380788,-37.71417,144.8861,,,0
The Athlete's Foot,,Discovery Mall,First Ring Road,Kuwait City,,,Kuwait,96522913615,29.36055,47.98221,,,0
The Athlete's Foot,,44-47 Rundle Mall Street,Rundle Mall,Adelaide,SA,5000,Australia,61882120409,-34.92269,138.6018,,,0
The Athlete's Foot,,Kuwait International Airport,Airport Arrival,Farwaniyah,,,Kuwait,96524341483,29.24011,47.97119,,,0
The Athlete's Foot,,Plaza Shopping Centre,Beardy Street,Armidale,NSW,2350,Australia,61267727288,-30.51228,151.665,,,0
The Athlete's Foot,,519-525 Dean Street,City Walk,Albury,NSW,2640,Australia,61260411311,-36.08101,146.9174,,,0
The Athlete's Foot,,Al Fanar Complex,Salem Al Mubarak Street,Salmiya,,,Kuwait,96525718853,29.34125,48.07381,,,0
The Athlete's Foot,,39 William Street,Metro Plaza Shopping Centre,Bathurst,NSW,2795,Australia,61263312345,-33.41651,149.5826,,,0
The Athlete's Foot,,Marina Mall,Arabian Gulf Street,Salmiya,,,Kuwait,96522244800,29.33998,48.06522,,,0
The Athlete's Foot,,50 Church Street,,Brighton,VIC,3186,Australia,61395926200,-37.91356,144.994,,,0
The Athlete's Foot,,Mishref Co-op,Road 50,Mishref,,,Kuwait,96525395849,29.28073,48.0694,,,0
The Athlete's Foot,,125 Riseley Street,Garden City Shopping Centre,Booragoon,WA,6154,Australia,61893159799,-32.0334,115.8376,,,0
The Athlete's Foot,,Al Kout Mall,Salem Sabah Al Salem Al Sabah Street,Fahaheel,,,Kuwait,96523930840,29.0812,48.14192,,,0
The Athlete's Foot,,Pacific Fair Shopping Centre,Hooker Boulevard,Broadbeach,QLD,4218,Australia,61755727844,-28.03536,153.4281,,,0
The Athlete's Foot,,Centro Comercial El Condado,Avenida Mariscal Sucre & Avenida John F. Kennedy,Quito,Pichincha,,Ecuador,59323802232,-0.10354,-78.49069,,,0
The Athlete's Foot,,171-209 Queen Street,Wintergarden Shopping Centre,Brisbane,QLD,4000,Australia,61730127365,-27.46903,153.0266,,,0
The Athlete's Foot,,Centro Comercial El Bosque,Avenida Del Parque & Alonso De Torres,Quito,Pichincha,,Ecuador,59322267604,-0.16194,-78.49772,,,0
The Athlete's Foot,,293-295 Hargreaves Street,Hargreaves Mall,Bendigo,VIC,3550,Australia,61354418064,-36.7595,144.2805,,,0
The Athlete's Foot,,Centro Comercial El Jardin,Avenida Río amazonas N6-114 & Avendia de la Republica,Quito,Pichincha,,Ecuador,59322980276,-0.18945,-78.48747,,,0
The Athlete's Foot,,Westfield Shoppingtown,Benjamin Way,Belconnen,ACT,2617,Australia,61262516993,-35.23701,149.0662,,,0
The Athlete's Foot,,Centro Comercial Inaquito,Avenida Río amazonas,Quito,Pichincha,,Ecuador,59322456945,-0.17809,-78.48535,,,0
The Athlete's Foot,,500 Oxford Street,Westfield Shoppingtown,Bondi Junction,NSW,2022,Australia,61293895513,-33.89156,151.2502,,,0
The Athlete's Foot,,Centro Comercial Quicentro Sur,Avenida Morán Valverde S/N,Quito,Pichincha,,Ecuador,59324000172,-0.28468,-78.54383,,,0
The Athlete's Foot,,17 Patrick Street,Westpoint Shopping Centre,Blacktown,NSW,2148,Australia,61296222869,-33.77,150.9046,,,0
